Season,R2,MAE,MAPE,RMSE,Station,Model,TLPercentage
Spring,0.7949135688532923,0.541585856543647,10.564330733575924,0.6794724961881329,AL41-alhama,M4,0.9
Summer,0.8289013554078536,0.6143445788621903,12.355538104465065,0.8060232535622242,AL41-alhama,M4,0.9
Autumn,0.7609760838929868,0.6118232968629125,61.66102651614591,0.7189948759434397,AL41-alhama,M4,0.9
Winter,0.7561212615128188,0.5388256021307372,25.58354101934654,0.6972384823966007,AL41-alhama,M4,0.9
Spring,0.6110075435888249,0.5395844346152412,15.414806571292011,0.6919441909477891,CA73-cartagena,M4,0.9
Summer,0.8035849833999196,0.41344289290904995,11.247948519570505,0.5501338516526737,CA73-cartagena,M4,0.9
Autumn,0.7961468833924384,0.46156579431281025,31.941611690607054,0.5258430344737157,CA73-cartagena,M4,0.9
Winter,0.779339559288822,0.341911652204467,16.648441647058924,0.44292372329949536,CA73-cartagena,M4,0.9
Spring,0.6860488804454364,0.47254055685467194,12.992454441751589,0.6520176215366706,CA91-fuenteAlamo,M4,0.9
Summer,0.7309533104564903,0.4841251080036164,11.590155164412527,0.6689966190038353,CA91-fuenteAlamo,M4,0.9
Autumn,0.6484309695743792,0.709570312040398,59.5247761366667,0.8070998427039667,CA91-fuenteAlamo,M4,0.9
Winter,0.7463257307676053,0.35191560727793997,17.69830286689408,0.46564039792418227,CA91-fuenteAlamo,M4,0.9
Spring,0.6671964741584961,0.743028701570299,15.677973126165245,0.9392805977392598,CI42-cieza,M4,0.9
Summer,0.7008323491798061,0.6788550245761871,15.52381793095948,0.8921316111719718,CI42-cieza,M4,0.9
Autumn,0.7753566373235259,0.740843299296965,66.66860036913087,0.8088701594022093,CI42-cieza,M4,0.9
Winter,0.841892956159996,0.29484658107524964,16.876593406242606,0.38225884874890165,CI42-cieza,M4,0.9
Spring,0.6604247608406216,0.4416044893589887,11.011896758171847,0.6303186123630309,CR12-caravaca,M4,0.9
Summer,0.8493189952173569,0.4942073665261269,13.630265306647441,0.639981500918764,CR12-caravaca,M4,0.9
Autumn,0.8209724282585736,0.31657717882576636,19.73600120604409,0.3917912393148701,CR12-caravaca,M4,0.9
Winter,0.6626095987328834,0.3508094704441908,16.779952042173928,0.4863415736613733,CR12-caravaca,M4,0.9
Spring,0.6916687447561756,0.5669259890450372,10.830212072810577,0.7378219394842754,JU71-jumilla,M4,0.9
Summer,0.8704689075605205,0.38466051983833316,7.547095810227147,0.5607211799007713,JU71-jumilla,M4,0.9
Autumn,0.743332434492229,0.3750022663840329,17.488738342651732,0.46734609724711995,JU71-jumilla,M4,0.9
Winter,0.7815344237579305,0.38358469855494615,17.74142160667542,0.49023256161097223,JU71-jumilla,M4,0.9
Spring,0.8006759171484512,0.4494031672477722,10.170048504428506,0.6174376193492712,LO51-aguilas,M4,0.9
Summer,0.8021457023476989,0.6723535066843034,12.839054285168189,0.9008669423189409,LO51-aguilas,M4,0.9
Autumn,0.8400257296253539,0.38695226726761783,17.447960453897288,0.4918311386063678,LO51-aguilas,M4,0.9
Winter,0.8860152012770259,0.32563976529167915,11.907695217490291,0.4165489711399534,LO51-aguilas,M4,0.9
Spring,0.8007948629406394,0.43737233543396,9.28771503490824,0.5563039306147788,MO22-molinaSegura,M4,0.9
Summer,0.8065584133578343,0.43967714619636533,9.619310161110995,0.6232092395937756,MO22-molinaSegura,M4,0.9
Autumn,0.5840333503366139,0.4152391594427603,18.179653595272686,0.5339850788437437,MO22-molinaSegura,M4,0.9
Winter,0.8092192937260432,0.37315819086098084,15.693621602965663,0.48084791779185965,MO22-molinaSegura,M4,0.9
Spring,0.7734358375382562,0.5594670239554512,10.933348714171126,0.6991665732976283,AL41-alhama,M3,0.9
Summer,0.8013114400887462,0.5624438297748566,12.004547211608612,0.7573865914588166,AL41-alhama,M3,0.9
Autumn,0.738038420683046,0.5456496948793711,51.47422117577653,0.6560639090533311,AL41-alhama,M3,0.9
Winter,0.7360709202721676,0.5686876205700199,23.514312641903405,0.7759969879330494,AL41-alhama,M3,0.9
Spring,0.5836275445275557,0.6220698891745672,17.233620128805654,0.8180619382069826,CA73-cartagena,M3,0.9
Summer,0.7630761481459761,0.4167602282166481,10.999308696856533,0.529818208742363,CA73-cartagena,M3,0.9
Autumn,0.5579843869966759,0.32014402352183696,23.61576308740897,0.3969601414009989,CA73-cartagena,M3,0.9
Winter,0.7292120680632003,0.6123402253592886,30.04461298592146,0.8235799693454265,CA73-cartagena,M3,0.9
Spring,0.6818926134714494,0.4681551432609557,12.407675941233666,0.6436036698743407,CA91-fuenteAlamo,M3,0.9
Summer,0.7986123960780912,0.3531788806915283,9.35016434264528,0.5150832127904851,CA91-fuenteAlamo,M3,0.9
Autumn,0.7576485123411135,0.3551386894088194,29.385999029406168,0.42134161549952537,CA91-fuenteAlamo,M3,0.9
Winter,0.8135986079041155,0.36358365317670316,18.41780216443621,0.4756335561406868,CA91-fuenteAlamo,M3,0.9
Spring,0.7334354175010458,0.5270584574805366,11.524219513570353,0.6900861911879372,CI42-cieza,M3,0.9
Summer,0.7719678257321504,0.6272902555465698,14.695162369847964,0.840324242427542,CI42-cieza,M3,0.9
Autumn,0.7498486766018122,0.5541551692227282,43.30464526206212,0.6957546618200627,CI42-cieza,M3,0.9
Winter,0.8138573285631202,0.33689978962991296,18.688241337045362,0.4429897595126609,CI42-cieza,M3,0.9
Spring,0.6788547976870365,0.4213803894953294,9.932221774617464,0.6216519664394812,CR12-caravaca,M3,0.9
Summer,0.8414878661233693,0.39202681088447566,11.200399600677532,0.551453068416147,CR12-caravaca,M3,0.9
Autumn,0.8229239671143475,0.26163626036401527,14.468938075665505,0.3589225779604788,CR12-caravaca,M3,0.9
Winter,0.6317016669302316,0.3527800650422166,17.032807765883845,0.5125584426919659,CR12-caravaca,M3,0.9
Spring,0.6769914549460289,0.5537222990989684,10.936972465651834,0.7546459158602056,JU71-jumilla,M3,0.9
Summer,0.8318414511217223,0.4458561944961549,8.217608389728406,0.6352659039635888,JU71-jumilla,M3,0.9
Autumn,0.6961133568427915,0.4092963302279092,18.100019277841316,0.5364695248928113,JU71-jumilla,M3,0.9
Winter,0.8314426577515978,0.3351072528304123,15.186044667906634,0.4294438256299647,JU71-jumilla,M3,0.9
Spring,0.6789298284930481,0.5057481867472331,11.612323524022626,0.7509974987172988,LO51-aguilas,M3,0.9
Summer,0.8239486894265033,0.48295464777946473,9.744837068860342,0.6071983743674647,LO51-aguilas,M3,0.9
Autumn,0.8302922057309549,0.3431659828611167,14.522252368325098,0.4571353847036359,LO51-aguilas,M3,0.9
Winter,0.7413905685738494,0.4808349817555125,18.66551651428809,0.6250602410771339,LO51-aguilas,M3,0.9
Spring,0.7828698031584959,0.4007974064615038,8.47942345527656,0.5248108091382022,MO22-molinaSegura,M3,0.9
Summer,0.8214934752988565,0.3805756480693817,8.652578717261953,0.5574092206118992,MO22-molinaSegura,M3,0.9
Autumn,0.504496915821384,0.5583898100146542,22.97281292998498,0.7123816345664136,MO22-molinaSegura,M3,0.9
Winter,0.8019329179915516,0.38980186139664996,15.86025232504514,0.5001405402701817,MO22-molinaSegura,M3,0.9
Spring,0.6619104235404847,0.7520858958562217,14.118451119272676,0.9021158009848917,AL41-alhama,M2,0.9
Summer,0.752720425654155,0.6212939234972,13.332222552817147,0.8114444057408431,AL41-alhama,M2,0.9
Autumn,0.5070445285902163,0.7780292470196644,79.27714643149903,0.9345723181394487,AL41-alhama,M2,0.9
Winter,0.25242801412336374,1.2269942352539154,58.4457033234439,1.5084959474519775,AL41-alhama,M2,0.9
Spring,0.6394372669652856,0.5833008391062418,17.362101143815114,0.7552220432562616,CA73-cartagena,M2,0.9
Summer,0.781951941988735,0.5141120409965515,15.030784258825344,0.6517551887142053,CA73-cartagena,M2,0.9
Autumn,0.38036300020076813,0.4523130093999656,38.31376172134343,0.5612934924411268,CA73-cartagena,M2,0.9
Winter,0.5098449858640732,0.7278360053097329,40.676528418708145,0.874269937088114,CA73-cartagena,M2,0.9
Spring,0.67599841671168,0.45684910869598383,12.383025984808842,0.6169960067269854,CA91-fuenteAlamo,M2,0.9
Summer,0.7954920996703284,0.49843490946292873,14.001111367820945,0.6501962330113525,CA91-fuenteAlamo,M2,0.9
Autumn,0.6350107723927082,0.6898841568935348,61.432175167104006,0.7683828744951043,CA91-fuenteAlamo,M2,0.9
Winter,0.6155732034501231,0.4982687033967274,24.175302441483005,0.6345448033581033,CA91-fuenteAlamo,M2,0.9
Spring,0.7131968435686032,0.43867344766192956,9.154869512852128,0.593763772398987,CI42-cieza,M2,0.9
Summer,0.7033551910292427,0.5284411350488663,12.110193888134368,0.752123829712968,CI42-cieza,M2,0.9
Autumn,0.6972645793825621,0.7458826417808073,76.94506888982251,0.8195697419588746,CI42-cieza,M2,0.9
Winter,0.6890261783720275,0.4134494911461342,25.425185554391224,0.5100656548741028,CI42-cieza,M2,0.9
Spring,0.5998374361911516,0.5032488427378915,12.114862449547136,0.6757290111338631,CR12-caravaca,M2,0.9
Summer,0.8408938214668598,0.45197589540481564,13.082529584377717,0.5956383400577221,CR12-caravaca,M2,0.9
Autumn,0.6026669873501339,0.324525235992367,16.05607267375719,0.5412252499740298,CR12-caravaca,M2,0.9
